Recency,Frequency,Monetary,Total_Quantity,Avg_Order_Value,Purchase_Frequency,Customer_Value,Cluster
18,62,1189.59,536,19.186935483870965,4.580645161290323,73754.58,1
52,83,1344.78,776,16.202168674698793,2.2650602409638556,111616.73999999999,1
9,29,1212.05,112,41.79482758620689,10.310344827586206,35149.45,1
16,47,742.1899999999999,479,15.79127659574468,3.234042553191489,34882.93,1
187,38,729.5400000000001,366,19.19842105263158,3.3684210526315788,27722.520000000004,1
1,460,19824.05,8212,43.09576086956522,0.7869565217391304,9119063.0,1
31,339,6572.11,4148,19.386755162241887,0.9911504424778761,2227945.29,1
28,168,3938.5499999999997,2439,23.443749999999998,0.9642857142857143,661676.3999999999,1
16,424,7375.79,4847,17.395731132075472,0.7358490566037735,3127334.96,1
53,36,723.38,535,20.093888888888888,0.0,26041.68,1
15,233,6816.42,2408,29.255021459227468,1.48068669527897,1588225.86,1
22,300,13219.74,3653,44.065799999999996,0.9266666666666666,3965922.0,1
3,36,680.99,236,18.91638888888889,0.0,24515.64,1
10,31,527.2,385,17.006451612903227,0.0,16343.2,1
27,154,3281.63,1707,21.309285714285714,1.9935064935064934,505371.02,1
22,217,5596.32,3304,25.789493087557602,1.576036866359447,1214401.44,1
16,75,2484.98,1110,33.133066666666664,4.293333333333333,186373.5,1
32,346,4541.72,2191,13.126358381502891,0.8757225433526011,1571435.12,1
9,55,1298.66,529,23.612000000000002,1.1818181818181819,71426.3,1
335,15,334.93,105,22.328666666666667,0.0,5023.95,1
4,245,5417.93,3064,22.114,1.3224489795918368,1327392.85,1
38,26,460.40000000000003,260,17.70769230769231,0.0,11970.400000000001,1
62,20,263.21000000000004,192,13.160500000000003,2.1,5264.200000000001,1
165,22,433.74,207,19.715454545454545,1.4090909090909092,9542.28,1
15,77,1246.1000000000001,707,16.183116883116885,4.532467532467533,95949.70000000001,1
81,14,1043.1,1236,74.50714285714285,0.0,14603.399999999998,1
20,23,403.70000000000005,159,17.55217391304348,1.565217391304348,9285.1,1
22,61,4257.82,2678,69.80032786885245,5.081967213114754,259727.02,1
336,149,2169.39,1783,14.559664429530201,0.0,323239.11,1
95,147,3723.87,820,25.332448979591835,1.4557823129251701,547408.89,1
17,9,482.04999999999995,90,53.5611111111111,1.3333333333333333,4338.45,1
232,23,73.5,23,3.1956521739130435,0.0,1690.5,1
133,21,1304.81,894,62.13380952380952,7.809523809523809,27401.01,1
25,69,398.27,272,5.772028985507246,0.028985507246376812,27480.629999999997,1
283,7,176.5,55,25.214285714285715,0.0,1235.5,1
142,33,982.5699999999999,353,29.774848484848484,5.515151515151516,32424.809999999998,1
65,34,138.03,99,4.059705882352941,0.0,4693.02,1
112,35,612.29,462,17.494,0.0,21430.149999999998,1
266,51,1017.68,440,19.954509803921567,0.0,51901.68,1
352,16,383.7,131,23.98125,0.0,6139.2,1
77,26,1312.06,875,50.46384615384615,3.923076923076923,34113.56,1
27,284,2502.84,1371,8.812816901408452,0.5669014084507042,710806.56,1
0,124,2056.89,1318,16.58782258064516,0.8790322580645161,255054.36,1
63,18,340.84,183,18.935555555555553,0.0,6135.12,1
78,152,2634.26,1439,17.330657894736845,1.2763157894736843,400407.52,1
142,38,599.68,309,15.781052631578946,0.0,22787.839999999997,1
38,12,192.72,194,16.06,1.0,2312.64,1
18,106,1789.77,865,16.884622641509434,2.943396226415094,189715.62,1
8,144,4485.72,3699,31.150833333333335,2.25,645943.68,1
0,71,1316.66,632,18.54450704225352,1.3098591549295775,93482.86,1
81,18,348.71000000000004,234,19.37277777777778,13.5,6276.780000000001,1
8,92,1933.48,756,21.01608695652174,3.2934782608695654,177880.16,1
59,66,1662.28,913,25.186060606060607,4.196969696969697,109710.48,1
14,17,125.22,45,7.365882352941177,0.0,2128.74,1
29,16,349.83000000000004,153,21.864375000000003,0.0,5597.280000000001,1
130,63,1089.18,651,17.28857142857143,0.0,68618.34000000001,1
91,34,716.35,219,21.069117647058825,2.764705882352941,24355.9,1
42,261,12601.830000000002,2803,48.282873563218395,0.05747126436781609,3289077.6300000004,1
28,21,363.95,191,17.33095238095238,0.0,7642.95,1
21,273,5568.35,2067,20.396886446886448,1.1391941391941391,1520159.55,1
19,478,13400.24,6685,28.03397489539749,0.7154811715481172,6405314.72,1
29,52,981.18,680,18.868846153846153,4.826923076923077,51021.36,1
35,19,372.7,136,19.61578947368421,0.0,7081.3,1
74,50,1000.39,523,20.0078,3.68,50019.5,1
46,69,1161.5,633,16.833333333333332,0.4492753623188406,80143.5,1
197,8,207.79999999999998,134,25.974999999999998,10.25,1662.3999999999999,1
165,5,95.19999999999999,49,19.04,0.0,475.99999999999994,1
78,57,964.83,569,16.92684210526316,0.0,54995.310000000005,1
357,10,168.0,100,16.8,0.0,1680.0,1
38,20,437.82,88,21.891,0.0,8756.4,1
7,191,3692.28,1965,19.33130890052356,1.6806282722513088,705225.48,1
49,121,603.71,358,4.989338842975207,0.8264462809917356,73048.91,1
15,33,11990.960000000001,4384,363.36242424242425,10.757575757575758,395701.68000000005,1
7,11,269.96,196,24.54181818181818,0.0,2969.56,1
310,21,561.71,283,26.74809523809524,0.38095238095238093,11795.91,1
4,105,2134.01,1110,20.323904761904764,1.3047619047619048,224071.05000000002,1
302,16,238.85,177,14.928125,0.0,3821.6,1
7,168,3781.7400000000002,1779,22.510357142857146,1.130952380952381,635332.3200000001,1
260,21,456.9,133,21.757142857142856,0.0,9594.9,1
288,9,145.92,80,16.21333333333333,0.0,1313.28,1
85,19,351.65,265,18.507894736842104,0.0,6681.349999999999,1
22,446,9401.28,4305,21.079103139013455,0.7757847533632287,4192970.8800000004,1
1,188,4124.69,1801,21.939840425531912,1.3297872340425532,775441.72,1
39,34,519.61,523,15.28264705882353,2.3823529411764706,17666.74,1
8,60,1020.42,452,17.006999999999998,0.7166666666666667,61225.2,1
226,28,160.54000000000002,84,5.733571428571429,0.0,4495.120000000001,1
315,11,218.45,61,19.85909090909091,0.0,2402.95,1
35,88,1315.83,967,14.952613636363635,3.0454545454545454,115793.04,1
34,147,657.8,472,4.474829931972788,2.197278911564626,96696.59999999999,1
20,114,2794.51,1196,24.51324561403509,2.7017543859649122,318574.14,1
77,29,440.42,285,15.18689655172414,0.0,12772.18,1
246,24,415.7,238,17.320833333333333,0.0,9976.8,1
39,15,197.71,161,13.180666666666667,0.0,2965.65,1
238,22,511.36,300,23.243636363636366,2.227272727272727,11249.92,1
2,247,7281.38,5060,29.47927125506073,1.4979757085020242,1798500.86,1
3,96,2338.15,416,24.355729166666666,2.875,224462.40000000002,1
233,87,2040.1,1279,23.44942528735632,1.3448275862068966,177488.69999999998,1
16,11,196.94000000000003,79,17.903636363636366,0.0,2166.34,1
7,4,144.0,51,36.0,0.0,576.0,1
38,10,214.89999999999998,53,21.49,0.0,2149.0,1
28,35,646.68,306,18.47657142857143,3.2857142857142856,22633.8,1
210,68,9864.26,4283,145.06264705882353,0.0,670769.68,1
316,26,452.84999999999997,228,17.41730769230769,0.0,11774.099999999999,1
91,18,437.6,290,24.311111111111114,6.722222222222222,7876.8,1
108,21,418.09999999999997,206,19.909523809523808,5.238095238095238,8780.099999999999,1
37,118,3338.2200000000003,1777,28.290000000000003,2.4152542372881354,393909.96,1
50,27,618.27,474,22.898888888888887,7.037037037037037,16693.29,1
18,206,3811.22,2236,18.50106796116505,1.203883495145631,785111.32,1
9,132,3023.08,1964,22.902121212121212,2.0833333333333335,399046.56,1
28,62,1032.58,956,16.654516129032256,4.435483870967742,64019.95999999999,1
28,64,2599.04,774,40.61,5.34375,166338.56,1
189,28,577.0600000000001,245,20.609285714285715,5.071428571428571,16157.680000000002,1
58,12,153.12,162,12.76,0.0,1837.44,1
21,2,739.1999999999999,63,369.59999999999997,0.0,1478.3999999999999,1
78,16,254.18,201,15.88625,11.375,4066.88,1
59,101,1579.51,1228,15.63871287128713,0.0,159530.51,1
77,60,1126.85,648,18.78083333333333,4.0,67611.0,1
22,106,2099.54,1049,19.80698113207547,0.9716981132075472,222551.24,1
51,65,1193.32,846,18.35876923076923,0.0,77565.8,1
73,19,704.0400000000001,262,37.054736842105264,0.0,13376.760000000002,1
56,153,3344.38,1644,21.858692810457516,1.3333333333333333,511690.14,1
277,20,315.6,76,15.780000000000001,0.0,6312.0,1
1,105,2291.19,1376,21.820857142857143,1.5809523809523809,240574.95,1
94,32,713.3,284,22.290625,6.3125,22825.6,1
28,42,355.53,213,8.465,0.0,14932.259999999998,1
21,11,177.31,96,16.11909090909091,0.0,1950.41,1
15,90,3641.24,3378,40.45822222222222,2.6333333333333333,327711.6,1
14,92,1339.41,1181,14.558804347826088,2.0543478260869565,123225.72,1
1,467,13689.67,7440,29.31406852248394,0.7794432548179872,6393075.89,1
231,11,180.1,69,16.37272727272727,0.0,1981.1,1
275,18,305.1,191,16.950000000000003,0.0,5491.8,1
105,38,641.13,355,16.87184210526316,1.868421052631579,24362.94,1
211,86,2683.82,1612,31.207209302325584,1.244186046511628,230808.52000000002,1
22,294,6620.48,3453,22.51863945578231,1.030612244897959,1946421.1199999999,1
10,230,4478.53,2752,19.47186956521739,0.5608695652173913,1030061.8999999999,1
3,41,786.46,448,19.181951219512197,1.4634146341463414,32244.86,1
9,64,1270.88,548,19.8575,0.53125,81336.32,1
56,31,640.5,236,20.661290322580644,0.0,19855.5,1
58,101,2163.98,1162,21.425544554455445,2.267326732673267,218561.98,1
89,101,1689.18,1172,16.724554455445546,0.6435643564356436,170607.18,1
66,390,6021.9,3002,15.440769230769229,0.6564102564102564,2348541.0,1
32,39,671.69,577,17.222820512820515,0.0,26195.910000000003,1
238,22,486.1,201,22.095454545454547,0.0,10694.2,1
23,53,1174.58,311,22.16188679245283,1.0754716981132075,62252.74,1
114,10,185.9,72,18.59,0.0,1859.0,1
24,47,1013.26,552,21.558723404255318,1.7446808510638299,47623.22,1
127,24,3344.64,1808,139.35999999999999,8.5,80271.36,1
129,31,477.91,325,15.416451612903227,0.0,14815.210000000001,1
33,73,1775.18,1084,24.31753424657534,3.863013698630137,129588.14,1
4,45,1346.97,897,29.932666666666666,0.9777777777777777,60613.65,1
21,121,3722.82,1431,30.76710743801653,2.8595041322314048,450461.22000000003,1
154,21,318.05,160,15.145238095238096,0.0,6679.05,1
106,31,623.51,586,20.113225806451613,3.3870967741935485,19328.81,1
2,20,314.44,254,15.722,0.0,6288.8,1
334,9,114.0,78,12.666666666666666,0.0,1026.0,1
330,48,919.98,505,19.16625,0.0,44159.04,1
148,43,2209.85,919,51.391860465116274,3.4186046511627906,95023.55,1
10,38,601.98,264,15.841578947368422,7.473684210526316,22875.24,1
16,126,4051.17,1723,32.152142857142856,1.7142857142857142,510447.42,1
10,47,1643.18,1044,34.961276595744685,1.425531914893617,77229.46,1
18,36,686.05,320,19.056944444444444,0.0,24697.8,1
29,5,91.68,105,18.336000000000002,0.0,458.40000000000003,1
10,13,245.1,127,18.853846153846153,0.0,3186.2999999999997,1
0,230,3849.78,2058,16.73817391304348,1.617391304347826,885449.4,1
7,37,4881.88,1203,131.94270270270272,8.486486486486486,180629.56,1
324,3,63.0,37,21.0,0.0,189.0,1
57,33,620.13,395,18.791818181818183,0.0,20464.29,1
11,161,3807.15,1634,23.64689440993789,2.130434782608696,612951.15,1
150,101,2744.0299999999997,1115,27.168613861386135,1.0396039603960396,277147.02999999997,1
9,92,2996.05,1397,32.56576086956522,2.4130434782608696,275636.60000000003,1
329,10,225.89999999999998,78,22.589999999999996,0.0,2259.0,1
4,42,610.52,351,14.536190476190475,7.642857142857143,25641.84,1
38,83,1970.6,1133,23.742168674698792,2.036144578313253,163559.8,1
24,45,1331.39,670,29.586444444444446,6.355555555555555,59912.55,1
41,165,17628.46,10923,106.83915151515151,1.8848484848484848,2908695.9,1
58,48,1113.02,554,23.187916666666666,4.6875,53424.96,1
0,52,862.81,443,16.592499999999998,2.1538461538461537,44866.119999999995,1
14,638,13787.54,7536,21.610564263322885,0.5532915360501567,8796450.520000001,1
3,525,12288.22,5575,23.406133333333333,0.699047619047619,6451315.5,1
3,344,8476.57,4987,24.641191860465117,1.0494186046511629,2915940.08,1
7,105,2283.63,1985,21.748857142857144,1.9523809523809523,239781.15000000002,1
27,157,2863.08,1523,18.236178343949042,0.4140127388535032,449503.56,1
371,7,89.14,107,12.734285714285715,0.0,623.98,1
113,171,4873.8099999999995,3028,28.501812865497072,0.0,833421.5099999999,1
25,72,1247.61,628,17.327916666666667,1.4027777777777777,89827.92,1
205,16,389.01,106,24.313125,0.0,6224.16,1
27,32,1035.8,394,32.36875,10.28125,33145.6,1
126,39,855.91,255,21.946410256410257,4.923076923076923,33380.49,1
69,37,869.67,509,23.504594594594593,3.027027027027027,32177.789999999997,1
6,27,582.1,220,21.55925925925926,7.518518518518518,15716.7,1
28,41,957.59,508,23.355853658536585,3.4146341463414633,39261.19,1
7,268,4939.99,2967,18.432798507462685,0.7723880597014925,1323917.3199999998,1
79,53,797.71,678,15.051132075471699,3.056603773584906,42278.630000000005,1
19,12,219.0,53,18.25,0.0,2628.0,1
70,21,283.55,164,13.502380952380953,0.0,5954.55,1
6,88,2340.84,1006,26.600454545454546,1.8409090909090908,205993.92,1
14,334,6868.29,3997,20.56374251497006,1.0209580838323353,2294008.86,1
291,33,603.42,256,18.285454545454545,0.0,19912.859999999997,1
29,157,2712.91,1307,17.27968152866242,2.1528662420382165,425926.87,1
14,208,9736.52,3936,46.81019230769231,1.6875,2025196.1600000001,1
96,77,1149.02,851,14.922337662337663,1.3506493506493507,88474.54,1
28,133,4396.13,1062,33.053609022556394,2.5714285714285716,584685.29,1
0,38,848.55,508,22.330263157894734,0.0,32244.899999999998,1
8,259,4708.86,3069,18.18092664092664,1.1003861003861004,1219594.74,1
105,21,353.86,197,16.85047619047619,0.0,7431.06,1
3,69,1053.49,708,15.267971014492753,1.8695652173913044,72690.81,1
150,55,1030.98,506,18.74509090909091,1.709090909090909,56703.9,1
70,19,238.25,203,12.539473684210526,0.0,4526.75,1
4,39,644.95,374,16.53717948717949,1.5128205128205128,25153.050000000003,1
2,354,5781.73,4672,16.332570621468925,1.0338983050847457,2046732.42,1
31,161,2656.13,1959,16.497701863354038,2.0062111801242235,427636.93,1
84,53,997.63,566,18.82320754716981,1.2264150943396226,52874.39,1
3,69,725.07,434,10.508260869565218,0.8840579710144928,50029.83,1
4,53,1031.41,445,19.460566037735852,6.169811320754717,54664.73,1
370,24,427.8,164,17.825,0.0,10267.2,1
27,124,2609.1,3143,21.041129032258063,2.653225806451613,323528.39999999997,1
10,139,3980.7,2098,28.638129496402875,2.223021582733813,553317.2999999999,1
70,46,836.33,419,18.18108695652174,5.673913043478261,38471.18,1
113,26,453.01,233,17.423461538461538,0.0,11778.26,1
23,274,18895.91,8437,68.96317518248175,1.2445255474452555,5177479.34,1
179,12,236.26000000000002,111,19.688333333333336,0.0,2835.1200000000003,1
233,22,383.95,137,17.452272727272728,0.0,8446.9,1
352,4,110.39999999999999,88,27.599999999999998,0.0,441.59999999999997,1
314,43,779.5699999999999,368,18.12953488372093,0.4883720930232558,33521.509999999995,1
332,4,234.0,173,58.5,0.0,936.0,1
371,11,155.35,148,14.122727272727273,0.0,1708.85,1
77,38,1013.04,486,26.658947368421053,0.5263157894736842,38495.52,1
63,27,427.6,342,15.837037037037037,0.0,11545.2,1
133,134,546.43,319,4.077835820895522,0.0,73221.62,1
51,222,21279.29,5241,95.85265765765766,1.1981981981981982,4724002.38,1
1,103,4196.01,1275,40.737961165048546,3.5533980582524274,432189.03,1
0,4595,33719.73,25747,7.338352557127313,0.0809575625680087,154942159.35000002,3
3,199,4090.88,1471,20.55718592964824,1.050251256281407,814085.12,1
128,15,275.88,137,18.392,0.0,4138.2,1
80,53,4366.78,2262,82.3920754716981,0.0,231439.34,1
22,197,21429.39,11421,108.77862944162436,1.7208121827411167,4221589.83,1
235,63,3010.74,6481,47.78952380952381,1.1428571428571428,189676.62,1
280,4,3811.95,1491,952.9875,21.25,15247.8,1
86,4,112.07999999999998,144,28.019999999999996,0.0,448.31999999999994,1
15,371,7857.1,2402,21.178167115902966,0.5256064690026954,2914984.1,1
116,97,2791.59,2135,28.779278350515465,1.6391752577319587,270784.23000000004,1
51,95,1531.44,902,16.12042105263158,2.3473684210526318,145486.80000000002,1
7,69,1898.52,1227,27.51478260869565,0.2463768115942029,130997.88,1
137,18,494.08,316,27.448888888888888,12.777777777777779,8893.44,1
316,45,1693.88,386,37.64177777777778,0.0,76224.6,1
3,310,6989.63,3646,22.547193548387096,1.167741935483871,2166785.3,1
238,32,1143.6,356,35.7375,0.0,36595.2,1
210,12,1351.45,743,112.62083333333334,0.0,16217.400000000001,1
59,55,892.47,556,16.226727272727274,0.0,49085.85,1
16,66,1386.04,877,21.00060606060606,4.454545454545454,91478.64,1
19,50,822.23,825,16.4446,5.84,41111.5,1
37,149,3981.36,2024,26.72053691275168,2.2348993288590604,593222.64,1
63,25,826.74,671,33.0696,8.84,20668.5,1
4,103,2330.92,1086,22.630291262135923,3.4174757281553396,240084.76,1
1,84,2225.91,624,26.49892857142857,0.8690476190476191,186976.44,1
8,59,574.42,300,9.73593220338983,0.1016949152542373,33890.78,1
363,14,311.95,131,22.282142857142855,0.0,4367.3,1
9,20,463.66,261,23.183,9.1,9273.2,1
64,4,91.85,4,22.9625,0.0,367.4,1
191,21,324.92,166,15.472380952380954,0.0,6823.320000000001,1
373,2,192.60000000000002,97,96.30000000000001,0.0,385.20000000000005,1
256,25,400.53999999999996,217,16.0216,0.0,10013.5,1
334,24,545.48,295,22.728333333333335,1.5,13091.52,1
52,45,860.41,592,19.12022222222222,1.0,38718.45,1
18,14,430.48,68,30.74857142857143,0.0,6026.72,1
365,13,254.03,118,19.540769230769232,0.0,3302.39,1
9,8,6977.04,5256,872.13,20.0,55816.32,1
186,25,427.58,314,17.1032,0.0,10689.5,1
36,28,483.65000000000003,188,17.273214285714285,11.821428571428571,13542.2,1
177,25,489.31,220,19.572400000000002,0.0,12232.75,1
260,31,514.85,230,16.608064516129033,0.7419354838709677,15960.35,1
44,15,229.64000000000001,164,15.309333333333335,0.0,3444.6000000000004,1
101,2,125.92,49,62.96,0.0,251.84,1
147,47,1063.46,379,22.6268085106383,1.0638297872340425,49982.62,1
95,29,572.2,128,19.731034482758623,2.7586206896551726,16593.800000000003,1
280,4,166.04,53,41.51,0.0,664.16,1
261,14,1542.08,929,110.14857142857143,0.0,21589.12,1
2,59,942.34,722,15.97186440677966,5.47457627118644,55598.060000000005,1
213,6,92.72,70,15.453333333333333,0.0,556.3199999999999,1
70,46,948.88,550,20.62782608695652,0.34782608695652173,43648.48,1
74,5,1759.5,230,351.9,44.2,8797.5,0
59,25,397.12,232,15.8848,0.0,9928.0,1
2,91,1474.72,1058,16.205714285714286,3.978021978021978,134199.52,1
5,25,430.15000000000003,197,17.206000000000003,1.52,10753.75,1
2,56,1018.71,494,18.19125,2.267857142857143,57047.76,1
336,11,293.0,376,26.636363636363637,2.090909090909091,3223.0,1
37,38,6814.64,9848,179.33263157894737,3.526315789473684,258956.32,1
261,9,215.05,135,23.894444444444446,0.0,1935.45,1
31,27,383.03,195,14.186296296296295,2.4074074074074074,10341.81,1
144,24,417.38,156,17.390833333333333,0.0,10017.119999999999,1
282,18,312.38,110,17.354444444444443,0.0,5622.84,1
58,175,2612.86,1064,14.930628571428572,1.44,457250.5,1
172,12,134.1,24,11.174999999999999,0.0,1609.1999999999998,1
33,123,683.13,359,5.55390243902439,2.7642276422764227,84024.99,1
2,314,5591.42,3807,17.80707006369427,1.1592356687898089,1755705.8800000001,1
143,113,2726.77,1511,24.13070796460177,0.7256637168141593,308125.01,1
4,420,4022.35,2757,9.577023809523808,0.8738095238095238,1689387.0,1
69,34,1118.99,547,32.9114705882353,7.0,38045.66,1
65,103,1702.26,781,16.526796116504855,1.9223300970873787,175332.78,1
28,52,325.96000000000004,125,6.268461538461539,1.9423076923076923,16949.920000000002,1
266,27,354.09,204,13.114444444444443,0.8148148148148148,9560.429999999998,1
21,91,871.54,909,9.577362637362636,0.0,79310.14,1
30,51,1050.8899999999999,623,20.6056862745098,4.647058823529412,53595.38999999999,1
96,50,135.18,109,2.7036000000000002,0.0,6759.0,1
294,17,311.55,149,18.326470588235296,0.0,5296.35,1
134,78,1957.1000000000001,800,25.09102564102564,2.3205128205128207,152653.80000000002,1
78,110,1324.5,627,12.040909090909091,2.172727272727273,145695.0,1
372,3,38.1,30,12.700000000000001,0.0,114.30000000000001,1
7,314,2179.93,1079,6.942452229299363,0.1751592356687898,684498.0199999999,1
210,46,1106.4,343,24.05217391304348,1.9782608695652173,50894.4,1
51,5,521.2,188,104.24000000000001,0.0,2606.0,1
137,3,147.12,216,49.04,0.0,441.36,1
25,95,1568.23,925,16.507684210526318,1.0210526315789474,148981.85,1
282,26,559.12,171,21.504615384615384,0.0,14537.12,1
25,538,4036.82,4298,7.503382899628253,0.6189591078066915,2171809.16,1
185,107,1607.0600000000002,928,15.0192523364486,1.7476635514018692,171955.42,1
83,11,380.64,200,34.60363636363636,11.181818181818182,4187.04,1
326,66,599.97,319,9.090454545454547,0.5757575757575758,39598.020000000004,1
281,4,374.0,128,93.5,0.0,1496.0,1
142,2,343.2300000000001,2019,171.61500000000004,109.5,686.4600000000002,0
57,85,2218.02,1941,26.09435294117647,1.6235294117647059,188531.7,1
3,154,1535.77,1178,9.972532467532467,2.2987012987012987,236508.58,1
235,47,854.99,547,18.191276595744682,0.6170212765957447,40184.53,1
